code;url;product_name;brands;stores;traces_fr;nutrition_grade_fr;main_category_fr;energy_100g;fat_100g;saturated-fat_100g;carbohydrates_100g;sugars_100g;fiber_100g;proteins_100g;salt_100g;countries_fr
26067728;http://world-fr.openfoodfacts.org/produit/26067728/chocolat-en-poudre-bio-fair;Chocolat en poudre BIO;FAIR;;;e;Petit-déjeuners;1640.0;13.0;8.3;45;37;;14.0;0.06;France
26073170;http://world-fr.openfoodfacts.org/produit/26073170/8-mini-gaches-les-patissades;8 Mini Gâches;Les Pâtissades;Aldi;Fruits à coque,Soja;d;Petit-déjeuners;1529.0;13.5;9.4;51;11.4;2.2;8.5;1.0668;France
26073347;http://world-fr.openfoodfacts.org/produit/26073347/10-croissants-les-patissades;10 Croissants;Les Pâtissades;Aldi,Banque alimentaire;Œufs,Fruits à coque,Arachides,Soja;d;Petit-déjeuners;1643.0;20.0;10.0;44;10;3.4;7.5;1.5;France
26073859;http://world-fr.openfoodfacts.org/produit/26073859/briochettes-aux-pepites-de-chocolat-au-lait-336-g-les-patissades;Briochettes aux pépites de chocolat au lait - 336 g;Les Pâtissades;Aldi;Fruits à coque,Arachides;d;Petit-déjeuners;1608.0;15.4;4.3;53.2;14.9;0.0;7.4;0.89916;France
26073903;http://world-fr.openfoodfacts.org/produit/26073903/brioche-tressee-aux-pepites-de-chocolat-les-patissades;Brioche Tressée aux Pépites de chocolat;Les Pâtissades;Aldi;;d;Petit-déjeuners;1518.0;13.0;3.5;53;15;2.1;8.0;1.016;France
26077345;http://world-fr.openfoodfacts.org/produit/26077345/muesli-chocolat-et-amarante-bon-et-bio;Muesli chocolat et amarante;Bon Et Bio,Golden Bridge;Aldi;;d;Petit-déjeuners;1854.0;15.0;5.1;65;17;;10.0;0.34;France
26081687;http://world-fr.openfoodfacts.org/produit/26081687/jus-de-fruits-et-legumes-jaune-simplement-bon-et-bio;Jus de fruits et légumes Jaune;Simplement Bon et Bio;Aldi;;c;Jus de fruits 100% pur jus;175.0;0.0;0.0;9;8.9;;0.5;0.05;France
26088815;http://world-fr.openfoodfacts.org/produit/26088815/chips-saveur-a-la-paprika-la-ola;Chips saveur à la Paprika;La Ola!;Aldi;Gluten;d;Chips et frites;2304.0;36.0;2.7;50;1.7;;5.5;1.2;France
27001462;http://world-fr.openfoodfacts.org/produit/27001462/jus-d-orange-goldhorn;Jus d'orange;Goldhorn;;;c;Jus d'orange;192.0;;0.1;;9.3;0.0;0.8;0.01;France
27009871;http://world-fr.openfoodfacts.org/produit/27009871/ananas-orange-sanguine-fruit-de-la-passion-mangue-banane-100-pur-jus-pure-fruit;Ananas Orange sanguine Fruit de la passion Mangue Banane 100% Pur Jus;Pure Fruit;LIDL;;d;Jus de fruits 100% pur jus;221.0;0.5;0.1;11;11;;0.5;0.01;France
27021408;http://world-fr.openfoodfacts.org/produit/27021408/fruit-crunchy-golden-bridge;Fruit Crunchy;GOLDEN BRIDGE,Aldi;Aldi;;d;Petit-déjeuners;1971.0;19.5;7.5;61.5;19;;9.0;0.14;France
27024294;http://world-fr.openfoodfacts.org/produit/27024294/crunchy-granola-muesli-croustillant-golden-bridge;Crunchy Granola - Muesli Croustillant;Golden Bridge;;Lupin,Lait,Fruits à coque,Soja;b;Petit-déjeuners;1766.0;12.0;1.4;65;22;8.1;11.0;0.01;France
27036327;http://world-fr.openfoodfacts.org/produit/27036327/assortiment-chips-saveurs-pirato;Assortiment chips saveurs;Pirato;Aldi;;d;Chips et frites;2233.0;33.1;3.0;53;0.7;0.0;6.3;1.1;France
27040171;http://world-fr.openfoodfacts.org/produit/27040171/jus-d-orange-bio-pure-fruit;Jus d'orange Bio;Pure fruit;Aldi;;c;Jus d'orange 100% pur jus;188.0;;0.0;;9.3;0.0;0.7;0;France
27069004;http://world-fr.openfoodfacts.org/produit/27069004/jus-de-pomme-pure-fruit;Jus De Pomme;Pure Fruit;;;c;Jus de pomme;192.0;;0.0;;11;0.0;0.0;0;France
27069028;http://world-fr.openfoodfacts.org/produit/27069028/jus-de-orange-pure-fruit;Jus de orange;Pure fruit;;;c;Jus d'orange;188.0;;0.1;;9.3;0.0;0.7;0.01;France
27082591;http://world-fr.openfoodfacts.org/produit/27082591/cacao-wheat-pillows-golden-bridge;Cacao & Wheat Pillows;Golden bridge;ALDI;Lait,Arachides,Autres-types-de-noix;d;Petit-déjeuners;1891.0;;4.9;;34;3.8;7.0;0.4;France
27095065;http://world-fr.openfoodfacts.org/produit/27095065/premium-muesli-fruits-noix-graines-golden-bridge;Premium Muesli - Fruits, noix, & graines;Golden Bridge;;;c;Petit-déjeuners;1389.0;5.1;3.6;61;30;6.3;7.4;0.08;France
29003006;http://world-fr.openfoodfacts.org/produit/29003006/jus-petit-dejeuner-goldhorn;Jus petit déjeuner;Goldhorn;Aldi;;c;Jus de fruits;188.0;0.5;0.1;9.9;9.7;0.0;0.7;0.03;France
2,92E+12;http://world-fr.openfoodfacts.org/produit/2918677291831/belvita-le-moelleux-pepites-de-chocolat-5-cereales-completes-lu;Belvita Le Moelleux pépites de chocolat & 5 céréales complètes;LU,BelVita;;;c;Petit-déjeuners;1695.0;15.0;3.4;61;21;6.9;5.7;0.6;France
29222587;http://world-fr.openfoodfacts.org/produit/29222587/muesli-croustillant-aux-eclats-de-chocolat-crownfield;Muesli Croustillant aux Éclats de Chocolat;Crownfield,Lidl;Lidl;;c;Petit-déjeuners;1914.0;17.5;7.0;62.2;19.5;6.9;9.0;0.22;France
2,92E+12;http://world-fr.openfoodfacts.org/produit/2924058330600/les-chips-de-pommes-de-terre-bouton-d-or;Les chips de pommes de terre;Bouton d'or,PATA SPA;Intermarché;;d;Chips et frites;2249.0;32.9;3.2;52.5;0.6;;6.1;1.21;France
3,00E+12;http://world-fr.openfoodfacts.org/produit/3000072035334/pur-jus-de-pommes-granny-les-vergers-launay;Pur jus de pommes granny;Les Vergers Launay;Leclerc;;;Jus de pomme;;;;;;;;;France
3,01E+12;http://world-fr.openfoodfacts.org/produit/3013060203608/bio-muesli-croustillant-chocolat-crownfield;BIO Muesli Croustillant Chocolat;Crownfield;;Fruits à coque,Arachides,Graines de sésame,Soja;d;Petit-déjeuners;1820.0;15.3;5.9;60.1;26.4;8.6;9.6;0.44;France
3,02E+12;http://world-fr.openfoodfacts.org/produit/3017760307499/belvita-petit-dejeuner-cereales-lait-lu;Belvita Petit déjeuner Céréales & Lait;LU,BelVita;;Œufs,Fruits à coque,Graines de sésame;c;Petit-déjeuners;1841.0;14.4;1.6;67.2;20;6.4;8.0;0.83;France
3,02E+12;http://world-fr.openfoodfacts.org/produit/3017760378994/petit-dejeuner-chocolat-belvita;Petit déjeuner chocolat;BelVita,Lu,Mondelez;;Œufs,Fruits à coque,Graines de sésame;d;Petit-déjeuners;1850.0;15.0;3.8;66;28;7.1;7.8;0.51;France
3,02E+12;http://world-fr.openfoodfacts.org/produit/3017760472890/petit-dejeuner-pepites-chocolat-5-cereales-completes-belvita;Petit Déjeuner Pépites Chocolat & 5 Céréales Complètes;BelVita,Lu;Intermarché;Œufs,Fruits à coque,Graines de sésame;c;Petit-déjeuners;1865.0;14.0;2.0;67;17;6.9;8.3;0.93;France
3,02E+12;http://world-fr.openfoodfacts.org/produit/3017760526395/belvita-petit-dejeuner-miel-et-pepites-de-chocolat-5-cereales-completes-lu;belVita Petit Déjeuner Miel et Pépites de Chocolat & 5 céréales complètes;Lu,belVita,Mondelèz International;Intermarché;Œufs,Fruits à coque,Graines de sésame;c;Petit-déjeuners;1875.0;15.0;2.6;67;29;5.8;7.3;0.68;France
3,02E+12;http://world-fr.openfoodfacts.org/produit/3017760619998/belvita-petit-dejeuner-miel-et-pepites-de-chocolat-5-cereales-completes-lu;belVita Petit Déjeuner Miel et Pépites de Chocolat & 5 céréales complètes;Lu,belVita,Mondelèz International;Auchan;Œufs,Fruits à coque,Graines de sésame;c;Petit-déjeuners;1875.0;15.0;2.6;67;29;5.8;7.3;0.68;France
3,02E+12;http://world-fr.openfoodfacts.org/produit/3017760646192/belvita-petit-dejeuner-duo-fourre-lu;Belvita petit déjeuner duo fourré;Lu;;;;Petit-déjeuners;;;;;;;;;France
3,02E+12;http://world-fr.openfoodfacts.org/produit/3017760656092/belvita-petit-dejeuner-duo-fourre-chocolat-noisette-lu;Belvita Petit Déjeuner Duo Fourré Chocolat Noisette;Lu,Mondelez;E. Leclerc;Œufs,Fruits à coque;d;Petit-déjeuners;1880.0;14.0;4.9;67;28;5.2;7.1;0.6;France
3,02E+12;http://world-fr.openfoodfacts.org/produit/3017760791892/barres-grany-chocolat-au-lait-et-noisettes-lu;Barres Grany chocolat au lait et noisettes;Lu,Grany;;Fruits à coque;d;Petit-déjeuners;1865.0;19.0;8.2;64;30;2.7;6.1;0.55118;France
3,02E+12;http://world-fr.openfoodfacts.org/produit/3017760803991/belvita-petit-dejeuner-gout-noisette-et-chocolat-lu;Belvita petit déjeuner Goût Noisette et Chocolat;LU;;Œufs,Lait;c;Petit-déjeuners;1910.0;15.0;1.8;69;27;4.4;7.6;0.9;France
3,02E+12;http://world-fr.openfoodfacts.org/produit/3019896874760/jus-de-grenade-yablok;Jus de grenade;Yablok;;;c;Jus de fruits;184.0;0.0;0.0;11.2;9.7;;0.0;0;France
3,02E+12;http://world-fr.openfoodfacts.org/produit/3020640006979/jus-d-orange-douce-rea;Jus d'Orange douce;Réa;;;c;Jus d'orange à base de concentré;176.0;0.0;0.0;8.9;8.2;;0.7;0;France
3,02E+12;http://world-fr.openfoodfacts.org/produit/3020640007594/raisin-rea;Raisin;Réa;;;e;Jus de fruits à base de concentré;290.0;0.0;0.0;16.1;15.5;;0.0;0;France
3,02E+12;http://world-fr.openfoodfacts.org/produit/3020640007600/pamplemousse-1-litre-rea;Pamplemousse 1 litre - Réa;Réa,Eckes Granini;;;c;Jus de pamplemousse;187.0;0.2;0.0;9.9;9.9;0.0;0.6;0;France
3,02E+12;http://world-fr.openfoodfacts.org/produit/3020640007617/ananas-1-litre-rea;Ananas 1 litre - Réa;Réa,Eckes Granini;;;c;Jus de fruits à base de concentré;203.0;0.0;0.0;10.6;10.6;0.0;0.4;0;France
3,02E+12;http://world-fr.openfoodfacts.org/produit/3020640008294/jus-de-pomme-rea;Jus De Pomme;Réa;;;;Jus de fruits à base de concentré;;;;;;;;;France
3,02E+12;http://world-fr.openfoodfacts.org/produit/3020640156612/jus-ananas-rea;Jus Ananas;Réa;;;c;Jus de fruits;201.0;;0.0;;11;0.0;0.0;0.01;France
3,03E+12;http://world-fr.openfoodfacts.org/produit/3030400013000/jus-de-pomme-kan-ar-mor-la-cidrerie-de-tromelin;Jus de Pomme Kan Ar Mor;La Cidrerie de Tromelin;ESAT Kan Ar Mor,Cidrerie de Tromelin,Netto,Leclerc,E.Leclerc,Intermarché,ESAT du Cap Sizun;;;Jus de pomme;;;;;;;;;France
3,03E+12;http://world-fr.openfoodfacts.org/produit/3030400013307/jus-de-pomme-kan-ar-mor-la-cidrerie-de-tromelin;Jus de Pomme Kan Ar Mor;La Cidrerie de Tromelin;ESAT Kan Ar Mor,Cidrerie de Tromelin,Netto,Leclerc,E.Leclerc,Intermarché,ESAT du Cap Sizun;;;Jus de pomme;;;;;;;;;France
3,03E+12;http://world-fr.openfoodfacts.org/produit/3033710061983/nestle-chocapic;Nestlé - Chocapic;Nestlé;;Lait,Fruits à coque,Arachides;c;Petit-déjeuners;1645.0;4.5;1.8;75.7;28.7;6.3;8.2;0.381;France
3,03E+12;http://world-fr.openfoodfacts.org/produit/3033710062034/cereales-nesquik-nestle;Céréales Nesquik;Nestlé,Nesquik;Carrefour Market;Lait,Fruits à coque,Arachides;c;Petit-déjeuners;1636.0;4.1;1.7;76.1;25.2;6.2;8.1;0.508;France
3,03E+12;http://world-fr.openfoodfacts.org/produit/3033710070145/lion-nestle;Lion;Nestlé,Lion;Intermarché;;d;Petit-déjeuners;1602.0;3.1;1.2;81.2;78.1;6.5;4.2;0.5334;France
3,03E+12;http://world-fr.openfoodfacts.org/produit/3033710565870/nesquik-nestle;Nesquik;Nestlé;;;e;Petit-déjeuners;1548.0;3.0;0.7;79.6;75.6;6.5;5.0;0.16;France
3,03E+12;http://world-fr.openfoodfacts.org/produit/3034470000267/banania-1kg;Banania 1kg;Banania;Carrefour;Gluten;c;Petit-déjeuners;1548.0;2.1;1.2;79;68;6.4;5.7;0.06;France
3,03E+12;http://world-fr.openfoodfacts.org/produit/3034470000281/banania;Banania;Banania;;;c;Petit-déjeuners;1633.0;2.9;1.7;79.3;77.5;8.1;6.6;0.100076;France
3,03E+12;http://world-fr.openfoodfacts.org/produit/3034470003107/benco;Benco;Benco,Banania;carrefour city;;d;Petit-déjeuners;1569.0;2.2;1.4;81;78;6.7;4.8;0.23;France
3,03E+12;http://world-fr.openfoodfacts.org/produit/3034470030370/banania-traditionnel;Banania Traditionnel;Banania;;Gluten;e;Petit-déjeuners;1527.0;2.7;1.6;74;64;8.3;6.8;0.08;France
3,04E+12;http://world-fr.openfoodfacts.org/produit/3038072000267/banania;Banania;Banania;Leclerc;;e;Petit-déjeuners;331.0;1.6;0.9;11.5;11;0.7;4.2;0.04;France
3,04E+12;http://world-fr.openfoodfacts.org/produit/3041090061714/cracotte-au-chocolat-lu;Cracotte au chocolat;Lu;;;d;Petit-déjeuners;1883.0;16.0;5.2;66;31;4.6;7.3;0.27;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3045320104134/oranges-sanguines-pressees-andros;Oranges sanguines pressées;Andros;;;d;Jus de fruits 100% pur jus;213.0;0.0;0.0;12;12;0.4;0.5;0;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3045320104141/oranges-pressees-sans-pulpe-andros;Oranges pressées, sans pulpe;Andros;Leclerc;;c;Jus d'orange;200.0;0.2;0.1;11;10;0.5;0.1;0.1016;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3045320104158/pamplemousses-roses-presses-andros;Pamplemousses roses Pressés;Andros;;;;Jus de pamplemousse;182.0;0.1;;10;9;0.3;0.5;0.0254;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3045320104165/jus-pasteurise-de-pommes-pressees-andros;Jus pasteurisé de Pommes Pressées Andros;Andros;Carrefour;;c;Jus de pomme;209.0;0.5;0.0;11;9;0.5;0.1;0.1;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3045320104691/raisins-presses-andros;Raisins pressés;Andros;;;e;Jus de fruits 100% pur jus;310.0;;0.0;;18;0.0;0.2;0;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3045320104745/oranges-pressees-andros;Oranges Pressées;Andros;;;c;Jus d'orange 100% pur jus;201.0;0.1;0.0;11;9;0.4;0.6;0.0254;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3045320104752/jus-pasteurise-de-pommes-pressees-1-5-l-andros;Jus pasteurisé de Pommes pressées 1,5 L Andros;Andros;Carrefour;;c;Jus de pomme;209.0;0.1;0.0;12;12;0.5;0.1;0;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3045320104769/clementines-pressees-andros;Clémentines pressées;Andros;;;d;Jus de fruits 100% pur jus;218.0;0.1;0.0;12;12;0.5;0.6;0;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3045320104776/oranges-pressees-sans-pulpe-andros;Oranges pressées sans pulpe;Andros;Auchan,Cora;;c;Jus d'orange 100% pur jus;205.0;0.1;0.0;11;10;0.5;0.7;0;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3045320617887/oranges-pressees-andros;Oranges pressées;Andros;;;;Jus d'orange 100% pur jus;;;;;;;;;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3045344104134/oranges-sanguines-pressees-andros;Oranges Sanguines Pressées;Andros;;;c;Jus d'orange;201.0;0.1;0.0;11;9;0.4;0.6;0.0254;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3051800140028/tropicana-pure-premium-orange-sans-pulpe;Tropicana Pure premium Orange sans pulpe;Tropicana;Leclerc;;c;Jus d'orange 100% pur jus;201.0;0.0;0.0;10;10;0.4;0.8;0;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3051800141254/orange-avec-pulpe-1-l-tropicana;Orange avec pulpe 1 L Tropicana;Tropicana;Carrefour;;c;Jus d'orange;198.0;0.0;0.0;10;10;0.5;0.8;0;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3051800143234/pure-premium-orange-avec-pulpe-tropicana;Pure Premium Orange avec Pulpe;Tropicana;Auchan;;c;Jus d'orange 100% pur jus;204.0;0.0;0.0;10;10;0.7;0.8;0;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3051800800830/pure-premium-ruby-breakfast-tropicana;Pure Premium Ruby Breakfast;Tropicana;Auchan;;b;Jus de fruits;176.0;0.0;0.0;8.5;8.5;0.8;0.7;0;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3051800802735/smoothie-orange-tropicana;Smoothie Orange Tropicana;Tropicana;;;c;Jus de fruits;201.0;0.0;0.0;10;10;0.7;0.8;0;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3051800804142/pure-premium-pamplemousse-rose-tropicana;Pure premium pamplemousse rose;Tropicana;;;c;Jus de pamplemousse;172.0;0.0;0.0;8.1;8.1;0.6;0.5;0;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3051800804173/pure-premium-ruby-breafast-tropicana;Pure Premium Ruby Breafast;Tropicana;Carrefour;;b;Jus de fruits 100% pur jus;176.0;0.0;0.0;8.5;8.5;0.8;0.7;0;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3051800804265/sanguinello-tropicana;Sanguinello;Tropicana;Intermarché, Franprix;;c;Jus d'orange 100% pur jus;219.0;0.0;0.0;10.4;10.4;0.8;0.6;0;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3051800804951/essentiels-multivitamines-12-fruits-tropicana;Essentiels Multivitamines 12 fruits;tropicana;Cora, Franprix;;d;Jus de fruits;218.0;0.0;0.0;11.2;11;0.6;0.5;0;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3051800806115/essentials-multivitamin-12-fruits-tropicana;Essentials Multivitamin 12 fruits;Tropicana;;;d;Jus de fruits;218.0;0.0;0.0;11;11;0.6;0.5;0;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3051800806603/pure-premium-pulpissimo-tropicana;Pure Premium Pulpissimo;Tropicana;;;c;Jus d'orange 100% pur jus;205.0;0.0;0.0;10;10;0.9;0.8;0;France
3,05E+12;http://world-fr.openfoodfacts.org/produit/3051800806627/pure-premium-reveil-fruite-tropicana;Pure Premium Réveil Fruité;Tropicana;;;c;Jus de fruits 100% pur jus;196.0;0.0;0.0;10.1;10.1;0.7;0.5;0;France
3,06E+12;http://world-fr.openfoodfacts.org/produit/3061435001328/jus-d-orange-a-base-de-concentre-gusto-debrio;Jus d'orange à base de concentré;Gusto DeBrio;;;c;Jus d'orange à base de concentré;172.0;0.0;0.0;8.9;8.2;0.0;0.7;0;France
3,06E+12;http://world-fr.openfoodfacts.org/produit/3061435002004/jus-de-pomme-a-base-de-concentre-gusto-debrio;Jus de Pomme à base de concentré;Gusto DeBrio;;;c;Jus de fruits à base de concentré;181.0;0.0;0.0;10;9.7;;0.0;0;France
3,06E+12;http://world-fr.openfoodfacts.org/produit/3061435002592/chocolat-en-poudre-instantane-gusto-debrio;Chocolat en Poudre Instantané;Gusto DeBrio,Pomona;Pomona;Gluten,Lait;e;Petit-déjeuners;1594.0;2.9;1.5;81;79;;4.5;0.1;France
3,06E+12;http://world-fr.openfoodfacts.org/produit/3061435003049/jus-d-ananas-a-base-de-concentre-gusto-debrio;Jus d'Ananas à base de concentré;Gusto DeBrio;;;d;Jus de fruits à base de concentré;219.0;0.0;0.0;12.5;10.7;;0.4;0;France
3,06E+12;http://world-fr.openfoodfacts.org/produit/3061435003056/pur-jus-de-raisin-gusto-debrio;Pur Jus de Raisin;Gusto DeBrio;;;e;Jus de fruits 100% pur jus;281.0;0.0;0.0;16;16;;0.0;0;France
3,06E+12;http://world-fr.openfoodfacts.org/produit/3061990113306/casse-croute-original-bn;Casse-Croûte original;BN;Leclerc;Œufs,Fruits à coque,Soja;d;Petit-déjeuners;1669.0;4.9;2.2;79.1;27.2;0.0;7.1;0.82;France
3,06E+12;http://world-fr.openfoodfacts.org/produit/3061990130358/p-tit-dej-extra-cereales-bn;P'tit Déj Extra Céréales;BN;;;e;Petit-déjeuners;2056.0;23.3;11.5;60.8;33;5.1;7.1;0.7;France
3,06E+12;http://world-fr.openfoodfacts.org/produit/3061990141927/good-morning-cranberry-mcvitie-s;Good Morning Cranberry;McVitie's,United Biscuits;;;d;Petit-déjeuners;1897.0;16.3;6.7;66.7;21.3;4.2;7.4;0.8;France
3,06E+12;http://world-fr.openfoodfacts.org/produit/3061990142078/p-tit-dej-chocolat-lot-de-3-bn;P'tit Déj Chocolat (Lot de 3);BN,United Biscuits;Carrefour;;;Petit-déjeuners;;;;;;;;;France
3,06E+12;http://world-fr.openfoodfacts.org/produit/3061990142085/p-tit-dej-extra-cereales-lot-de-3-bn;P'tit Déj Extra Céréales (Lot de 3);BN,United Biscuits;Carrefour;;;Petit-déjeuners;;;;;;;;;France
3,07E+12;http://world-fr.openfoodfacts.org/produit/3067140002919/chicoree-liquide-leroux;Chicorée Liquide;Leroux;;;;Petit-déjeuners;;;;;;;;;France
3,07E+12;http://world-fr.openfoodfacts.org/produit/3073228101511/classic-paprika-pringles;Classic Paprika;pringles;;;;Chips et frites;;;;;;;;;France
3,07E+12;http://world-fr.openfoodfacts.org/produit/3073414270939/plein-arome-cacao-barry;Plein Arôme;Cacao Barry;;;;Petit-déjeuners;;22.0;;;;;;;France
3,07E+12;http://world-fr.openfoodfacts.org/produit/3073416295527/alunga-pur-lait-cacao-barry;Alunga pur lait;Cacao Barry;;;;Petit-déjeuners;;;;;;;;;France
3,08E+12;http://world-fr.openfoodfacts.org/produit/3075360001155/les-classiques-flodor;Les Classiques;Flodor;Leader Price;Céleri,Lait,Moutarde,Soja;d;Chips et frites;2164.0;30.0;13.0;54;0.9;4.3;6.0;1.3;France
3,08E+12;http://world-fr.openfoodfacts.org/produit/3075360001216/les-classiques-flodor;Les Classiques;Flodor;;Céleri,Lait,Moutarde,Soja;d;Chips et frites;2164.0;30.0;13.0;54;0.9;4.3;6.0;1.3;France
3,08E+12;http://world-fr.openfoodfacts.org/produit/3075360001445/les-classiques-flodor;Les Classiques;Flodor;;Céleri,Lait,Moutarde,Soja;d;Chips et frites;2164.0;30.0;13.0;54;0.9;4.3;6.0;1.3;France
3,08E+12;http://world-fr.openfoodfacts.org/produit/3075360009663/blondes-ondulees-flodor;Blondes ondulées;Flodor;;Lait,Moutarde;d;Chips et frites;2164.0;30.0;13.0;54;0.9;4.3;6.0;1.3;France
3,08E+12;http://world-fr.openfoodfacts.org/produit/3075360038519/piu-gusto-saveur-amour-de-tomate-san-carlo;Più gusto saveur amour de tomate;San Carlo;;;;Chips et frites;;;;;;;;;France
3,08E+12;http://world-fr.openfoodfacts.org/produit/3075360038717/piu-gusto-saveur-amour-de-tomate-san-carlo;Più Gusto Saveur Amour de Tomate;San Carlo;Intermarché;Gluten,Moutarde,Soja;d;Chips et frites;2073.0;26.0;10.0;57;3;4.4;6.3;1.8;France
3,09E+12;http://world-fr.openfoodfacts.org/produit/3092718617059/fruit-shoot-peche-mangue-teisser;Fruit Shoot Pêche Mangue;Teisser;;;;Jus de fruits à base de concentré;;;;;;;;;France
3,10E+12;http://world-fr.openfoodfacts.org/produit/3104931611216/jus-d-orange-pampryl;Jus d'orange;Pampryl;;;c;Jus d'orange à base de concentré;193.0;0.0;0.0;10.6;9;;0.8;0;France
3,10E+12;http://world-fr.openfoodfacts.org/produit/3104931651212/orange-douce-sans-pulpe-pampryl;Orange douce sans pulpe;Pampryl;;;c;Jus d'orange 100% pur jus;204.0;0.0;0.0;11.3;9.2;0.0;0.8;0;France
3,10E+12;http://world-fr.openfoodfacts.org/produit/3104931651618/pampryl-jus-de-pomme;Pampryl jus de pomme;Pampryl;;;c;Jus de pomme;195.0;0.0;0.0;11.4;10;0.0;0.0;0;France
3,10E+12;http://world-fr.openfoodfacts.org/produit/3104931677816/orange-pampryl;Orange;Pampryl;;;c;Jus d'orange à base de concentré;193.0;0.0;0.0;10.6;9;;0.8;0;France
3,10E+12;http://world-fr.openfoodfacts.org/produit/3104932121202/le-jus-de-raisin-100-jus-de-fruits-challand;Le jus de raisin 100% jus de fruits;Challand;;;e;Jus de fruits;300.0;0.1;0.0;16.7;16.1;;0.2;0;France
3,11E+12;http://world-fr.openfoodfacts.org/produit/3107400001525/choco-quick;Choco quick;;Auchan;Œufs,Gluten,Lait,Fruits à coque,Soja;d;Petit-déjeuners;1594.0;2.0;1.1;83.9;83.9;;3.4;0.3;France
3,11E+12;http://world-fr.openfoodfacts.org/produit/3109850018801/concentre-pamplemouse-agrumes-fruisite-antesite;Concentré pamplemouse agrumes FRUISITE;Antésite,Fruisité;;;e;Jus de fruits à base de concentré;1377.0;1.2;0.0;73.7;71.7;;1.2;0.05;France
3,11E+12;http://world-fr.openfoodfacts.org/produit/3110770362004/les-petites-boules-de-mais-o-miel-miel-besacier;Les petites Boules de Maïs o' Miel;Miel Besacier;Carrefour;Gluten,Lait,Fruits à coque,Soja;c;Petit-déjeuners;1651.0;1.0;0.2;88;21;2.7;5.5;0.5;France
3,11E+12;http://world-fr.openfoodfacts.org/produit/3110770362011/les-p-tits-zanos-o-miel-miel-besacier;Les p'tits zanos o'miel;Miel Besacier;;Gluten,Lait,Fruits à coque,Soja;c;Petit-déjeuners;1638.0;2.5;0.6;82.2;18.4;4.7;6.5;0.8;France
3,11E+12;http://world-fr.openfoodfacts.org/produit/3111900300750/muesli-proteine-soja-et-fruits-joseph-favrichon;Muesli Protéiné Soja et Fruits;Joseph Favrichon;;Lait,Fruits à coque;a;Petit-déjeuners;1674.0;8.3;0.7;48;13.3;5.4;30.0;0.15;France
3,11E+12;http://world-fr.openfoodfacts.org/produit/3111900308190/muesli-croustillant-lin-graines-de-courge-favrichon;Muesli Croustillant Lin & Graines de Courge;Favrichon;;;c;Petit-déjeuners;1970.0;21.0;2.1;55.8;18.9;8.5;10.4;0.02;France
3,11E+12;http://world-fr.openfoodfacts.org/produit/3111900308213/muesli-figues-cerises-joseph-favrichon;Muesli Figues Cerises;Joseph Favrichon;;;;Petit-déjeuners;;;;;;;;;France
3,11E+12;http://world-fr.openfoodfacts.org/produit/3111900308251/muesli-croustillant-badiane-coriandre-gingembre-joseph-favrichon;Muesli croustillant badiane coriandre gingembre;Joseph Favrichon;Nouveaux robinsons,Le grand panier Bio;;a;Petit-déjeuners;399.0;7.8;0.9;70.6;20.6;7.3;7.9;0.05;France
3,11E+12;http://world-fr.openfoodfacts.org/produit/3111900308299/muesli-croustillant-cranberry-myrtille-framboise-favrichon;Muesli croustillant cranberry, myrtille, framboise;Favrichon;;;d;Petit-déjeuners;2004.0;15.3;1.4;73.8;22.6;;8.0;0.03;France
3,11E+12;http://world-fr.openfoodfacts.org/produit/3111900308305/muesli-croustillant-grenade-cerise-joseph-favrichon;Muesli Croustillant Grenade Cerise;Joseph Favrichon;;Lait,Fruits à coque,Soja;b;Petit-déjeuners;1866.0;14.6;1.4;68.6;17.7;5.1;7.5;0.309999999999999;France
3,11E+12;http://world-fr.openfoodfacts.org/produit/3111900308312/muesli-croustillant-chocolat-chataigne-favrichon;Muesli croustillant Chocolat Châtaigne;Favrichon;;Lait,Fruits à coque;c;Petit-déjeuners;1837.0;12.5;2.9;73.8;18.4;3.9;5.8;0.03;France
